"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"26",676755,"Mattson, Isaac","26","100.0","0.000","0.000","0.000","0.000","0.138","0.273","0.127","0","4","91.0","39.7","2134","89.9","90.26","4","13","13","0.4","6.64","120","152","116","152","306","318","297"
"25",593974,"Peralta, Wandy","25","100.0","0.143","0.429","0.000","0.571","0.337","0.421","0.268","1","7","88.8","3.3","2166","89.3","88.47","3","10","15","-0.8","5.68","120","159","119","151","293","320","292"
"25",643565,"Tauchman, Mike","25","100.0","0.500","0.167","0.500","0.667","0.500","0.520","0.551","3","6","89.2","20.5","1973","71.1","69.63","2","15","10","-1.5","5.22","119","150","117","148","293","313","291"
"23",656638,"Lange, Alex","23","100.0","0.250","0.000","0.333","0.250","0.314","0.466","0.294","1","4","100.9","3.0","2064","92.8","92.87","3","9","14","0.1","6.17","112","159","133","149","297","324","298"
"23",621433,"Phillips, Brett","23","100.0","0.400","0.000","0.400","0.400","0.449","0.394","0.290","2","5","82.2","4.0","1136","50.2","48.35","2","9","14","-1.8","4.67","117","153","120","149","295","312","289"
"23",596056,"Nogowski, John","23","100.0","0.545","0.182","0.545","0.727","0.545","0.393","0.398","6","11","90.9","11.5","1540","59.4","57.91","1","17","6","-1.5","4.97","118","153","127","146","306","324","287"
"22",621139,"Kriske, Brooks","22","100.0","0.000","0.000","0.000","0.000","0.138","0.167","0.001","0","3","69.0","21.0","1667","91.7","91.87","2","11","11","0.2","6.40","94","130","99","124","286","315","282"
"21",594809,"Eaton, Adam","21","100.0","0.400","0.000","0.400","0.400","0.352","0.172","0.171","2","5","88.5","9.6","2091","84.6","83.55","1","10","11","-1.1","5.66","114","158","126","149","299","327","304"
"21",656981,"Solomon, Peter","21","100.0","0.400","0.000","0.400","0.400","0.408","0.304","0.244","2","5","87.1","17.4","2277","89.9","89.40","1","7","14","-0.5","6.01","101","153","115","148","294","319","295"
"21",503285,"O'Day, Darren","21","100.0","0.333","1.000","0.000","1.333","0.678","0.633","0.336","1","3","86.1","11.5","2244","82.7","83.13","4","8","13","0.4","6.59","102","151","119","144","305","321","282"
"21",519299,"Sogard, Eric","21","100.0","0.500","1.000","0.250","1.500","0.815","0.576","0.352","3","6","94.8","30.0","1660","68.3","66.30","0","11","10","-2.0","4.56","116","154","139","149","299","324","315"
"21",640464,"Stewart, Kohl","21","100.0","0.200","0.600","0.000","0.800","0.450","0.344","0.236","1","5","82.5","-10.0","2288","88.0","88.44","3","10","11","0.4","6.51","108","146","104","145","292","311","292"
"20",676424,"Bettinger, Alec","20","100.0","0.400","0.400","0.400","0.800","0.497","0.444","0.373","2","5","92.0","5.4","2113","86.8","87.35","0","11","9","0.5","6.55","113","153","118","149","308","325","289"
"20",605242,"Fulmer, Michael","20","100.0","0.167","0.000","0.500","0.167","0.147","0.078","0.081","1","6","81.2","25.5","2322","94.0","94.49","5","10","10","0.5","6.43","113","167","129","152","296","329","292"
"18",666168,"Thompson, Mason","18","100.0","0.500","0.167","0.600","0.667","0.500","0.186","0.181","3","6","82.4","17.4","2108","96.9","97.81","3","9","9","0.9","6.67","114","154","124","146","296","317","305"
"18",543456,"Lobstein, Kyle","18","100.0","0.400","0.600","0.250","1.000","0.577","0.499","0.348","2","5","91.0","8.2","2113","88.1","87.48","0","8","10","-0.6","5.78","110","158","117","155","293","320","303"
"18",608700,"Plawecki, Kevin","18","100.0","0.000","0.000","0.000","0.000","0.000","0.312","0.320","0","3","98.5","25.0","1838","74.9","73.92","0","10","8","-1.0","5.49","116","152","137","150","280","329","300"
"17",502210,"Reddick, Josh","17","100.0","0.500","1.000","0.333","1.500","0.788","0.718","0.557","2","4","94.8","18.8","1259","64.1","62.88","0","7","10","-1.2","5.06","119","152","120","149","288","321","292"
"15",543258,"Guilmet, Preston","15","100.0","0.000","0.000","0.000","0.000","0.000","0.082","0.084","0","3","88.1","20.7","1805","84.1","82.99","1","4","11","-1.1","5.73","117","154","122","150","294","315","286"
"15",663432,"Rainey, Tanner","15","100.0","0.667","0.000","0.667","0.667","0.612","0.521","0.490","2","3","94.1","30.7","2353","92.3","91.93","1","5","10","-0.4","6.21","108","152","121","147","312","325","278"
"15",642758,"Acevedo, Domingo","15","100.0","0.500","0.750","0.500","1.250","0.721","0.544","0.338","2","4","95.4","3.0","2189","89.3","88.76","3","9","6","-0.5","5.74","109","151","122","149","294","325","295"
"14",641384,"Bostick, Akeem","14","100.0","0.000","0.000","0.000","0.000","0.173","0.323","0.174","0","3","90.5","44.0","1823","85.7","86.25","1","5","9","0.6","6.61","118","171","131","153","300","335","303"
"14",680430,"Allgeyer, Nick","14","100.0","0.000","0.000","0.000","0.000","0.000","0.233","0.208","0","3","84.6","6.0","2272","85.7","84.83","2","5","9","-0.9","5.71","118","157","133","152","287","312","289"
