"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"33",665896,"Marte, Jose","33","100.0","0.143","0.000","0.333","0.143","0.126","0.180","0.188","1","7","95.6","-9.0","2346","93.4","94.73","3","17","16","1.3","6.76","118","155","110","149","288","326","293"
"32",600944,"Paulino, David","32","100.0","0.333","0.444","0.250","0.778","0.459","0.465","0.364","3","9","88.1","32.9","2345","88.5","88.62","1","16","16","0.1","6.50","111","153","116","149","296","332","294"
"31",543278,"Hardy, Blaine","31","100.0","0.600","0.000","0.750","0.600","0.555","0.318","0.262","3","5","62.9","-0.4","2126","82.7","82.62","1","13","18","-0.1","6.09","107","146","108","141","290","304","292"
"31",676755,"Mattson, Isaac","31","100.0","0.400","0.000","0.667","0.400","0.449","0.353","0.218","2","5","97.7","13.0","2179","89.3","90.00","5","14","17","0.7","6.72","116","149","123","148","292","320","295"
"31",621366,"Borucki, Ryan","31","100.0","0.286","0.429","0.250","0.714","0.447","0.378","0.252","2","7","90.9","20.0","2234","90.1","89.87","4","15","16","-0.2","6.41","109","158","129","147","304","317","294"
"29",660365,"Yang, Hyeon-Jong","29","100.0","0.375","0.000","0.429","0.375","0.405","0.467","0.398","3","8","96.8","17.9","2087","86.2","86.82","1","14","15","0.6","6.66","105","153","121","141","311","327","302"
"28",663432,"Rainey, Tanner","28","100.0","0.500","0.500","0.400","1.000","0.627","0.329","0.229","3","6","86.8","26.3","2326","92.9","92.91","4","18","10","0.0","6.22","99","152","118","147","295","323","299"
"28",506702,"León, Sandy","28","100.0","0.400","0.300","0.375","0.700","0.485","0.355","0.219","4","10","89.2","24.1","1938","77.5","74.92","1","11","17","-2.6","3.98","111","155","127","150","321","342","310"
"28",656266,"Bukauskas, J.B.","28","100.0","0.286","0.429","0.250","0.714","0.447","0.419","0.240","2","7","85.1","5.0","2263","89.8","88.46","4","13","15","-1.3","5.44","114","151","122","150","299","326","293"
"27",607219,"Romano, Sal","27","100.0","0.571","0.571","0.500","1.143","0.715","0.664","0.512","4","7","90.6","-2.7","2083","91.3","91.18","2","16","11","-0.1","6.16","100","134","114","140","299","313","302"
